PERIODO,ESTU_TIPODOCUMENTO,ESTU_CONSECUTIVO,COLE_AREA_UBICACION,COLE_BILINGUE,COLE_CALENDARIO,COLE_CARACTER,COLE_COD_DANE_ESTABLECIMIENTO,COLE_COD_DANE_SEDE,COLE_COD_DEPTO_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_CODIGO_ICFES,COLE_DEPTO_UBICACION,COLE_GENERO,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_NATURALEZA,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,ESTU_COD_DEPTO_PRESENTACION,ESTU_COD_MCPIO_PRESENTACION,ESTU_COD_RESIDE_DEPTO,ESTU_COD_RESIDE_MCPIO,ESTU_DEPTO_PRESENTACION,ESTU_DEPTO_RESIDE,ESTU_ESTADOINVESTIGACION,ESTU_ESTUDIANTE,ESTU_FECHANACIMIENTO,ESTU_GENERO,ESTU_MCPIO_PRESENTACION,ESTU_MCPIO_RESIDE,ESTU_NACIONALIDAD,ESTU_PAIS_RESIDE,ESTU_PRIVADO_LIBERTAD,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONMADRE,FAMI_EDUCACIONPADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEAUTOMOVIL,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_TIENELAVADORA,DESEMP_INGLES,PUNT_INGLES,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_GLOBAL
20162,TI,SB11201620221371,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,16/10/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria incompleta,Primaria incompleta,Estrato 1,Cinco,No,No,No,No,A1,48,34,44,46,47,217
20172,CC,SB11201720477189,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,16/06/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,5 a 6,,No,No,Si,A-,36,46,45,43,42,217
20194,TI,SB11201940259284,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,02/01/2001,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,No,No,Si,A-,39,44,42,44,45,217
20194,TI,SB11201940259284,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,02/01/2001,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,No,No,Si,A-,39,44,42,44,45,217
20224,TI,SB11202240374343,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,23/05/2006,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 4,3 a 4,No,Si,No,Si,A-,46,40,45,42,46,217
20152,CC,SB11201520363342,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,09/06/1986,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria incompleta,Estrato 1,Cuatro,No,No,No,Si,A-,41,44,47,39,44,217
20142,CC,SB11201420500193,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/05/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Primaria incompleta,Primaria incompleta,Estrato 1,Tres,No,No,No,No,A-,48,40,45,43,44,217
20162,CC,SB11201620136869,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/07/1996,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria incompleta,Estrato 1,Tres,No,No,No,No,A-,40,40,50,42,44,217
20224,TI,SB11202240374167,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,08/09/2005,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Ninguno,Estrato 3,3 a 4,No,No,Si,Si,A-,40,46,38,47,44,217
20142,CC,SB11201420202405,RURAL,,A,ACADÉMICO,281794004179,281794004179,81,81794,155473,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON - SEDE PRINCIPAL,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,30/03/1994,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,Cuatro,No,No,No,No,A-,44,32,50,44,47,217
20162,CC,SB11201620136860,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/10/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cinco,Primaria incompleta,Primaria incompleta,Estrato 1,Seis,No,No,No,No,A-,44,40,38,54,41,217
20142,CC,SB11201420292991,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,08/10/1995,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cinco,Primaria incompleta,Primaria incompleta,Estrato 3,Siete,Si,Si,Si,Si,A-,43,38,42,49,45,217
20162,TI,SB11201620529625,RURAL,,A,ACADÉMICO,281794004179,281794004179,81,81794,155473,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON - SEDE PRINCIPAL,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/03/1998,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Primaria completa,Estrato 1,Tres,No,Si,No,Si,A-,46,38,37,51,46,217
20162,TI,SB11201620494033,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/10/1997,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria incompleta,Estrato 1,Cinco,No,No,No,No,A-,38,40,42,41,52,217
20194,CC,SB11201940276596,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,26/05/2000,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,No,No,No,Si,A-,29,49,44,42,43,217
20224,TI,SB11202240430813,URBANO,N,A,ACADÉMICO,181794003151,181794003151,81,81794,093112,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA SAN LUIS,COLEGIO NACIONAL SAN LUIS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,02/11/2004,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,No sabe,Estrato 1,5 a 6,No,No,No,No,A-,41,62,33,42,37,217
20142,TI,SB11201420057339,RURAL,N,A,ACADÉMICO,281794001668,281794001668,81,81794,110411,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA JOEL SIERRA,AGROAMBIENTAL JOEL SIERRA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,03/03/1996,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Ocho,Primaria completa,Primaria incompleta,Estrato 1,Nueve,No,No,No,Si,A-,36,46,41,45,44,217
20224,TI,SB11202240243975,RURAL,,A,,481065800029,481065800029,81,81065,723742,ARAUCA,MIXTO,SABATINA,ARAUQUITA,NO OFICIAL,GIMNASIO PSICOPEDAGOGICO BILINGÜE HEBRON - PUERTO JORDAN,GIMNASIO PSICOPEDAGOGICO BILINGÜE HEBRON - SEDE PRINCIPAL,S,81,81736,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,23/08/2004,F,SARAVENA,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Primaria incompleta,Sin Estrato,3 a 4,No,No,Si,Si,A-,31,41,44,39,54,217
20162,TI,SB11201620111709,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,26/12/1999,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 1,Cuatro,Si,Si,Si,Si,A-,43,41,44,43,46,217
20142,CC,SB11201420552853,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,01/12/1995,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria completa,Estrato 1,Ocho,No,Si,No,No,A-,40,50,42,35,48,217
20172,CC,SB11201720301544,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,01/03/1987,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Ninguno,No sabe,Estrato 1,3 a 4,No,No,No,Si,A-,35,40,46,41,49,217
20152,TI,SB11201520523476,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,030676,ARAUCA,MIXTO,NOCHE,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/10/1990,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Ocho,No,No,No,Si,A-,40,42,43,45,45,217
20172,CC,SB11201720547549,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,04/07/1989,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Educación profesional completa,Primaria incompleta,Estrato 3,3 a 4,No,Si,Si,Si,A-,38,41,47,45,42,217
20162,TI,SB11201620592279,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,28/11/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Primaria completa,Estrato 1,Seis,No,No,Si,Si,A-,32,37,54,49,37,217
20162,TI,SB11201620165507,RURAL,,A,ACADÉMICO,281794000602,281794000602,81,81794,155838,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,I.E. ANTONIO RICAURTE,ANTONIO RICAURTE,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,15/10/1999,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria completa,Estrato 1,Cinco,No,No,No,No,A1,48,44,26,49,52,216
20162,TI,SB11201620165385,RURAL,,A,ACADÉMICO,281794000602,281794000602,81,81794,155838,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,I.E. ANTONIO RICAURTE,ANTONIO RICAURTE,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/06/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria incompleta,Primaria incompleta,Estrato 1,Seis,No,No,No,No,A1,48,41,38,55,37,216
20194,CC,SB11201940519951,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,15/10/2000,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Ninguno,Primaria incompleta,Estrato 1,1 a 2,No,No,No,No,A-,36,40,39,44,52,216
20224,CC,SB11202240354338,RURAL,,A,,481065800029,481065800029,81,81065,723742,ARAUCA,MIXTO,SABATINA,ARAUQUITA,NO OFICIAL,GIMNASIO PSICOPEDAGOGICO BILINGÜE HEBRON - PUERTO JORDAN,GIMNASIO PSICOPEDAGOGICO BILINGÜE HEBRON - SEDE PRINCIPAL,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,06/06/1988,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Ninguno,Ninguno,Estrato 1,3 a 4,No,Si,No,Si,A-,33,42,52,38,44,216
20152,TI,SB11201520590280,URBANO,N,A,ACADÉMICO,108638000046,108638000046,08,08638,003996,ATLANTICO,MIXTO,MAÑANA,SABANALARGA,OFICIAL,INSTITUCION EDUCATIVA DE SABANALARGA,INSTITUCION EDUCATIVA DE SABANALARGA,S,08,08638,81,81794,ATLANTICO,ARAUCA,PUBLICAR,ESTUDIANTE,03/06/1999,F,SABANALARGA,TAME,COLOMBIA,COLOMBIA,N,,,,Estrato 1,,,,,,A-,46,37,43,46,46,216
20172,CC,SB11201720452859,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,16/05/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,1 a 2,No,No,No,No,A1,48,50,28,47,46,216
20224,CC,SB11202240354338,RURAL,,A,,481065800029,481065800029,81,81065,723742,ARAUCA,MIXTO,SABATINA,ARAUQUITA,NO OFICIAL,GIMNASIO PSICOPEDAGOGICO BILINGÜE HEBRON - PUERTO JORDAN,GIMNASIO PSICOPEDAGOGICO BILINGÜE HEBRON - SEDE PRINCIPAL,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,06/06/1988,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Ninguno,Ninguno,Estrato 1,3 a 4,No,Si,No,Si,A-,33,42,52,38,44,216
20142,TI,SB11201420114285,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDON,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,16/01/1998,F,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 1,Cuatro,No,Si,No,No,A-,40,47,44,45,38,216
20162,CC,SB11201620592081,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/12/1992,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,No sabe,No sabe,Estrato 1,Tres,No,No,No,Si,A-,43,36,44,47,45,216
20172,CC,SB11201720344806,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,25/10/1998,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Ninguno,Ninguno,Estrato 1,3 a 4,No,No,No,No,A-,36,42,48,39,46,216
20162,TI,SB11201620591922,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/03/2000,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria completa,Estrato 1,Diez,No,No,No,Si,A-,41,47,38,49,40,216
20181,CC,SB11201810037651,RURAL,N,A,ACADÉMICO,281065000627,281065000627,81,81065,168104,ARAUCA,MIXTO,SABATINA,ARAUQUITA,OFICIAL,I.E. ANDRÉS BELLO,ANDRES BELLO,S,81,81001,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,02/02/1969,M,ARAUCA,TAME,COLOMBIA,COLOMBIA,N,Dos,Ninguno,Ninguno,Estrato 1,1 a 2,No,Si,Si,Si,A-,31,34,59,37,47,216
20194,CC,SB11201940519951,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,15/10/2000,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Ninguno,Primaria incompleta,Estrato 1,1 a 2,No,No,No,No,A-,36,40,39,44,52,216
20152,TI,SB11201520216603,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,14/01/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 1,Cinco,No,Si,No,No,A1,49,34,43,43,51,216
20172,TI,SB11201720033274,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDON,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/10/1999,M,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,,,Si,No,,A-,36,47,36,42,50,216
20162,CC,SB11201620537801,RURAL,,A,ACADÉMICO,281794004179,281794004179,81,81794,155473,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON - SEDE PRINCIPAL,S,81,81794,81,81001,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,14/11/2000,F,TAME,ARAUCA,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 1,Cinco,No,No,No,Si,A-,35,43,41,51,40,216
20194,CC,SB11201940528211,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,01/07/1991,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,No sabe,Estrato 1,5 a 6,Si,Si,No,Si,A-,30,42,47,45,43,216
20162,TI,SB11201620537609,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,24/03/2000,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) completa,Estrato 1,Ocho,No,No,No,No,A-,45,41,37,50,45,216
20194,CC,SB11201940528211,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,01/07/1991,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,No sabe,Estrato 1,5 a 6,Si,Si,No,Si,A-,30,42,47,45,43,216
20142,CC,SB11201420500191,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81001,81,81065,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/02/1980,F,ARAUCA,ARAUQUITA,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,Seis,No,Si,No,Si,A-,43,45,47,36,45,216
20194,TI,SB11201940274912,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/04/2003,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 4,3 a 4,No,No,No,No,A-,40,33,44,46,51,216
20142,TI,SB11201420492791,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/10/1997,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,Tres,No,No,No,Si,A1,49,45,43,45,38,216
20152,TI,SB11201520523498,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,030676,ARAUCA,MIXTO,NOCHE,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,05/10/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 2,Cinco,No,No,No,Si,A1,54,42,39,45,43,216
